,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,60,40,20,9,Median,"[0, 105, 252, 345, 490, 566, 670, 855, 975, 1046]",89.95133326656418,1.1545783871118085,-0.06187161683718078,77.21072139312061,6.461211630568207,0.12568684624029083,48.77939013746591,2.5796688019083662,0.821468488730134,0.6620216781714382,0.709355824804916
