,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,40,15,3,Median,"[0, 523, 1318, 2017]",124820.94014732132,18.420155512955095,0.11126948173785504,343.6683039607295,2.641411266107276,0.188170294591481,375.60923436642054,2.212016528042873
1,40,45,20,4,Median,"[0, 523, 1168, 1746, 2017]",78454.86487514632,14.92724135510465,0.07164787214712076,239.01845802008884,3.3470546807726875,0.13737385296081642,233.54379353496753,2.9607619612440725
2,40,50,10,5,Median,"[0, 350, 530, 1242, 1746, 2017]",34852.32358244817,13.921361629992786,0.06442987581929774,207.46480351812878,3.2506286159985693,0.12648574739323554,109.74357936005941,2.878650851248488
3,40,35,10,6,Median,"[0, 360, 526, 1052, 1283, 1810, 2017]",29120.552109423308,13.871609700691778,0.042860140188722876,178.62085220338713,3.293438649087001,0.11664008352968622,92.63627587085747,2.7485905624506195
4,60,35,10,7,Median,"[0, 370, 526, 1052, 1275, 1489, 1850, 2017]",23516.31279591563,13.08752671036581,0.04068196700856873,155.97782922152888,3.3926766081396407,0.10988984851916173,75.99423095669569,2.8930565919126265
5,40,35,15,8,Mode,"[0, 370, 526, 728, 1052, 1275, 1489, 1857, 2017]",18009.134522095886,12.379700204814498,0.03940518485281908,141.09784601528386,3.4202275423727264,0.10213894297170292,59.88664643629615,2.93600197062639
6,20,35,20,9,Mode,"[0, 40, 346, 548, 728, 1052, 1275, 1489, 1850, 2017]",16218.324813646239,11.802691497755198,0.01984027227838005,123.3414038028667,3.6126046517879464,0.09297343340020675,53.34388390398932,3.0683628588767276
7,60,35,15,10,Mode,"[0, 167, 370, 526, 728, 1052, 1275, 1489, 1746, 1857, 2017]",14198.924976084041,11.680912699943704,0.01686323967905342,117.48978240691271,3.8130036913526615,0.09162411095199453,47.97657475890155,3.085189353319133
8,40,50,20,11,Median,"[0, 175, 370, 526, 728, 906, 1052, 1275, 1489, 1747, 1850, 2017]",12479.034061421125,11.327917293042125,0.010846975072245054,108.13229188648582,4.017137612497314,0.08963003232433403,42.87983810177555,3.2333298852920827
9,40,45,20,12,Median,"[0, 193, 370, 526, 728, 905, 1052, 1275, 1489, 1596, 1747, 1850, 2017]",12307.106486148645,11.804562859615874,0.011174642135983025,101.35812502252814,4.052994454775063,0.09719425769739955,42.3615474081,3.0402259850196343
10,0,40,20,13,Median,"[0, 40, 197, 346, 526, 728, 906, 1052, 1275, 1489, 1606, 1747, 1857, 2017]",11588.532609382995,11.634253638959166,0.009636634459086454,93.9438389601883,3.8929350482944494,0.09493411251825863,39.665827056621836,3.0376566829027323
11,20,40,20,14,Median,"[0, 40, 197, 346, 526, 728, 838, 932, 1052, 1275, 1489, 1602, 1746, 1850, 2017]",10620.300949607163,11.34628669818295,0.0023232099490606,87.41582581812281,4.068610775038928,0.09152815289221317,36.352237508937144,3.1565788926865705
12,20,40,20,15,Median,"[0, 40, 197, 346, 471, 532, 728, 906, 1052, 1242, 1318, 1489, 1606, 1747, 1857, 2017]",7311.2832353531585,10.661210749433687,-0.001545054657248086,82.45478596675481,3.9605464390050633,0.08316816303472696,25.53361126423574,3.270983856098141
13,20,40,20,16,Median,"[0, 40, 193, 346, 471, 532, 727, 788, 932, 1052, 1242, 1318, 1489, 1602, 1747, 1857, 2017]",7590.344838011763,11.4114393029681,-0.004518971171836057,79.07845581343939,4.064342442586097,0.09230533647241132,26.634860390669996,2.9979521840069454
