Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,2815.6835443037976,0.6675694737648212,0.13239466938835276,0.2751629181156819,0.11324855594254271,3836.9367088607596,3141.2025316455697,695.7341772151899
silhouette-2,2741.7088607594937,1.483810218889797,0.34825320425475126,0.28647336115322514,0.11914845875494652,1844.6645569620252,3091.7827004219407,-1247.1181434599157
amplitude-silhouette-2-2,2782.477707006369,1.3855958844297103,0.32227998193516866,0.32442819767962083,0.13894696231692977,1958.3312101910828,2780.8407643312103,-822.5095541401274
silhouette-1,2741.7088607594937,1.5961539429250498,0.377963007173217,0.332085638122072,0.14294133762586067,1611.6118143459917,2781.8818565400843,-1170.2700421940929
landscape,2741.6666666666665,1.0863824778408357,0.2431516512993716,0.3489358344235364,0.15173095976697173,2667.0949367088606,2693.1202531645567,-26.025316455696203
amplitude-silhouette-1-2,2782.477707006369,1.7636233668181118,0.4222510492642073,0.36608878531406625,0.16067850875900871,1306.8535031847134,2536.203821656051,-1229.3503184713377
amplitude-silhouette-2-1,2782.477707006369,1.5304269353772015,0.3605812045185861,0.38234064751121066,0.1691560199551182,1635.5541401273886,2397.9872611464966,-762.4331210191083
amplitude-bottleneck,2821.3821656050955,0.8394940748803961,0.17786090312631178,0.3851450064873373,0.17061886675566518,3361.7452229299365,2371.859872611465,989.8853503184713
amplitude-landscape-2-1,2782.477707006369,1.0667837193651648,0.23796867150446935,0.41179000995927767,0.18451778569268645,2669.0382165605097,2248.0063694267515,421.03184713375794
amplitude-silhouette-1-1,2782.477707006369,1.8189443958710991,0.43688094412059675,0.427682817987325,0.1928080023066978,1178.4904458598726,2142.1974522292994,-963.7070063694267
amplitude-landscape-1-1,2782.4713375796177,1.3032642819817224,0.3005070195049431,0.43187041589345165,0.19499239248324207,2084.4140127388537,2129.43949044586,-45.02547770700637
amplitude-landscape-2-2,2782.477707006369,1.0353372854337193,0.22965252066814282,0.4339494539619561,0.1960768878037833,2760.7388535031846,2119.7452229299365,640.9936305732484
amplitude-wasserstein-1,2821.9872611464966,1.1483163319525191,0.2595303374737922,0.4457911013891407,0.20225388447201606,2584.0573248407645,2283.146496815287,300.9108280254777
amplitude-landscape-1-2,2782.4713375796177,1.2796846242679956,0.2942712730084153,0.45684571256046624,0.20802033688446733,2114.9872611464966,1989.3694267515923,125.61783439490446
life,2820.752824858757,1.0292983534653397,0.22805549795806884,0.46597664059059896,0.2127833322672316,2823.981638418079,2064.002824858757,759.978813559322
amplitude-wasserstein-2,2822.063694267516,1.0628924566586657,0.23693960958661994,0.5422940458328117,0.25259302604574285,2735.9745222929937,1634.1082802547771,1101.8662420382166
bd2,2820.912429378531,1.2049525443787248,0.27450803848629324,0.5826147533660636,0.2736256465172762,2473.80790960452,1621.75,852.0579096045198
